filetimestamp,postime,icao,reg,type,wtc,spd,altt,alt,galt,talt,lat,lon,vsit,vsi,trkh,ttrk,trak,sqk,call,gnd,trt,pos,mlat,tisb,sat,opicao,cou,mil,interested,dst,from,to,NNUMBER,SERIAL NUMBER,YEAR MFR,NAME,STREET,STREET2,CITY,STATE,ZIP CODE,REGION,COUNTRY,trace_url
2020-07-23 23:00:01,1595570397199,A5622D,N446PA,PA44,1,116.6,0,975,1055,1984,45.601548,-122.588058,0,832,0,,121,4772,N446PA,0,5,1,0,0,0,,United States,0,0,6.84,,,,4496086                       ,2001,HILLSBORO AERO ACADEMY LLC                        ,3565 NE CORNELL RD               ,                                 ,HILLSBORO         ,OR,971246374 ,S,US,https://tar1090.adsbexchange.com/?icao=A5622D&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-24
2020-07-23 23:00:01,1595570396292,A4BD24,N404SY,E75L,2,156.7,0,2100,2180,2016,45.526016,-122.443281,0,-576,0,,299,4613,SKW3448,0,5,1,0,0,0,SKW,United States,0,0,9.82,,,,17000739                      ,2018,SKYWEST AIRLINES INC                              ,444 S RIVER RD                   ,                                 ,ST GEORGE         ,UT,847902085 ,S,US,https://tar1090.adsbexchange.com/?icao=A4BD24&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-24
2020-07-23 23:00:01,1595570396894,A68B85,N52013,C172,1,83.2,0,1775,1855,,45.470969,-122.87652,1,-960,0,,327.3,1200,N52013,0,5,1,0,0,0,,United States,0,0,8.72,,,,17274394                      ,1980,HILLSBORO AERO ACADEMY LLC                        ,3565 NE CORNELL RD               ,                                 ,HILLSBORO         ,OR,971246374 ,S,US,https://tar1090.adsbexchange.com/?icao=A68B85&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-24
2020-07-23 23:30:01,1595572199908,A37ECA,N324SP,C172,1,84.3,0,2150,2230,,45.477264,-122.883977,1,-768,0,,326.1,1200,N324SP,0,5,1,0,0,0,,United States,0,0,8.95,,,,172S8249                      ,1999,HAGELE AVIATION LLC                               ,5863 NE WELLER CT                ,                                 ,HILLSBORO         ,OR,971247297 ,S,US,https://tar1090.adsbexchange.com/?icao=A37ECA&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-24
2020-07-24 00:00:01,1595573995745,A8B539,N660LF,PC12,1,92.8,0,850,960,3008,45.564399,-122.517609,0,-256,0,284.1,300.4,4674,N660LF,0,5,1,0,0,0,,United States,0,0,7.51,,,,1347                          ,2012,LIFE FLIGHT NETWORK LLC                           ,22285 YELLOW GATE LN NE STE 102  ,                                 ,AURORA            ,OR,970028400 ,S,US,https://tar1090.adsbexchange.com/?icao=A8B539&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-24
2020-07-24 21:00:01,1595649596060,A9E6B4,N737SZ,C172,1,58.6,0,125,276,,45.594007,-122.618546,0,320,0,,297.4,0153,,0,2,1,0,0,0,,United States,0,0,5.84,,,,17269651                      ,    ,PERES JOHN P                                      ,PO BOX 66014                     ,                                 ,PORTLAND          ,OR,972906014 ,S,US,https://tar1090.adsbexchange.com/?icao=A9E6B4&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-25
2020-07-24 21:00:01,1595649597268,AC2CB4,N884AC,P28A,1,96.7,0,900,1060,,45.231949,-122.793012,1,-640,0,,190.7,1200,N884AC,0,5,1,0,0,0,,United States,0,0,17.13,,,,28-7916427                    ,1979,NW WEEKEND WARRIOR LLC                            ,13937 SE EASTRIDGE ST            ,                                 ,PORTLAND          ,OR,972366631 ,S,US,https://tar1090.adsbexchange.com/?icao=AC2CB4&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-25
2020-07-24 21:00:01,1595649595761,A62201,N4945F,R44,1,80.8,0,900,1051,,45.558701,-122.724721,1,320,0,,306.4,1200,N4945F,0,5,1,0,0,0,,United States,0,0,3.84,,,,10015                         ,2002,EMERALD CITY AIRCRAFT LEASING INC                 ,PO BOX 1674                      ,                                 ,PORT ORCHARD      ,WA,983660175 ,S,US,https://tar1090.adsbexchange.com/?icao=A62201&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-25
2020-07-24 21:00:01,1595649595762,A889A9,N64942,C152,1,102.1,0,5400,5560,,45.222107,-122.965262,1,-64,0,,177.8,4622,N64942,0,5,1,0,0,0,,United States,0,0,20.93,,,,15281489                      ,1978,HILLSBORO AERO ACADEMY LLC                        ,3565 NE CORNELL RD               ,                                 ,HILLSBORO         ,OR,971246374 ,S,US,https://tar1090.adsbexchange.com/?icao=A889A9&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-25
2020-07-24 21:00:01,1595649597115,A8522B,N635VA,A320,2,405.7,0,36000,35990,24000,45.510956,-122.572436,0,0,0,,356.7,1732,ASA432,0,5,1,0,0,0,ASA,United States,0,0,4.33,KSEA Seattle Tacoma United States,KLAX Los Angeles United States,,3398                          ,2008,WELLS FARGO TRUST CO NA TRUSTEE                   ,299 S MAIN STREET 5TH FL         ,MAC 1228-051                     ,SALT LAKE CITY    ,UT,84111     ,S,US,https://tar1090.adsbexchange.com/?icao=A8522B&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-25
2020-07-24 21:00:01,1595649597115,A12177,N172JV,C172,1,52.6,0,25,185,,45.24142,-122.771011,1,0,0,,8.7,1200,N172JV,0,5,1,0,0,0,,United States,0,0,16.33,,,,172S9420                      ,2003,NAVIATION LLC                                     ,4310 PRAIRIE CT                  ,                                 ,WINDSOR           ,CO,805502570 ,S,US,https://tar1090.adsbexchange.com/?icao=A12177&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-25
2020-07-24 21:00:01,1595649596061,AA375E,N7577G,C172,1,58,0,100,260,,45.533386,-122.942439,1,-448,0,,324.1,1200,N7577G,0,5,1,0,0,0,,United States,0,0,11.37,,,,17259277                      ,1970,ELKHORN AVIATION INC                              ,43769 HEILNER RD                 ,                                 ,BAKER CITY        ,OR,978149756 ,S,US,https://tar1090.adsbexchange.com/?icao=AA375E&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-25
2020-07-24 21:00:01,1595649595912,A6C616,N5355Q,C152,1,79.2,0,2600,2739,,45.365204,-122.260437,1,-128,0,,313,1200,N5355Q,0,5,1,0,0,0,,United States,0,0,19.37,,,,15285104                      ,1981,GORGE WINDS AVIATION INC                          ,PO BOX 224                       ,                                 ,FAIRVIEW          ,OR,970240224 ,S,US,https://tar1090.adsbexchange.com/?icao=A6C616&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-25
2020-07-24 21:30:01,1595651379600,A121BE,N172MR,C172,1,,0,-100,51,,45.55014,-122.399887,0,,0,,,,N172MR,0,5,1,0,0,0,,United States,0,0,11.88,,,,17267684                      ,1976,ZOOM ZOOM LTD                                     ,14941 SE CROSSCREEK CT           ,                                 ,DAMASCUS          ,OR,970898295 ,S,US,https://tar1090.adsbexchange.com/?icao=A121BE&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-25
2020-07-24 21:30:01,1595651400127,ACB772,N9185H,C172,1,80.6,0,1500,1651,,45.644669,-122.460848,1,-128,0,,322.6,1200,N9185H,0,5,1,0,0,0,,United States,0,0,12.29,,,,17265999                      ,1975,FLYIT LLC                                         ,1517 NE 314TH AVE                ,                                 ,WASHOUGAL         ,WA,986719268 ,S,US,https://tar1090.adsbexchange.com/?icao=ACB772&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-25
2020-07-24 21:30:01,1595651399822,A6308B,N49824,C152,1,8.2,0,,,,45.535812,-122.945235,0,,0,,45,1200,N49824,1,5,1,0,0,0,,United States,0,0,11.51,,,,15281342                      ,1978,HILLSBORO AERO ACADEMY LLC                        ,3565 NE CORNELL RD               ,                                 ,HILLSBORO         ,OR,971246374 ,S,US,https://tar1090.adsbexchange.com/?icao=A6308B&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-25
2020-07-24 21:30:01,1595651399673,ABEF93,N86847,CH7B,1,577,0,1900,2060,,45.32525,-122.660312,1,64,0,,100,1200,N86847,0,5,1,1,0,0,,United States,0,0,10.81,,,,432-74                        ,1974,KILBOURN JAMES A                                  ,12610 SE 155TH AVE               ,                                 ,HAPPY VALLEY      ,OR,970864227 ,S,US,https://tar1090.adsbexchange.com/?icao=ABEF93&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-25
2020-07-24 21:30:01,1595651399975,A0474D,N117MF,BE9L,1,201.4,0,8700,8860,,45.102997,-122.796347,1,-1024,0,,348,4654,N117MF,0,5,1,0,0,0,,United States,0,0,24.66,,,,LJ-779                        ,1978,MERCY FLIGHTS INC                                 ,2020 MILLIGAN WAY                ,                                 ,MEDFORD           ,OR,975045894 ,S,US,https://tar1090.adsbexchange.com/?icao=A0474D&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-25
2020-07-24 21:30:01,1595651399673,A43B85,N372DA,B738,2,216.1,0,3850,4000,2496,45.532232,-122.310858,0,-1920,0,258.8,271.9,6076,DAL2582,0,5,1,0,0,0,DAL,United States,0,0,15.39,KELP El Paso United States,KATL Hartsfield Jackson Atlanta United States,,29620                         ,1998,DELTA AIR LINES INC                               ,1775 MH JACKSON SERVICE ROAD     ,DEPT 595 AIRCRAFT REGISTRATIONS  ,ATLANTA           ,GA,30354     ,7,US,https://tar1090.adsbexchange.com/?icao=A43B85&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-25
2020-07-24 21:30:01,1595651400275,A2FCF2,N292AK,B739,2,399.3,0,36000,36010,24000,45.402165,-122.44524,0,0,0,326.2,343.6,2027,ASA541,0,5,1,0,0,0,ASA,United States,0,0,11.47,KSJC Norman Y Mineta San Jose United States,KSEA Seattle Tacoma United States,,64301                         ,2018,ALASKA AIRLINES INC                               ,C/O LEGAL DEPT - SEALZ           ,19300 INTERNATIONAL BLVD         ,SEATAC            ,WA,981885304 ,S,US,https://tar1090.adsbexchange.com/?icao=A2FCF2&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-25
2020-07-24 22:00:01,1595653195727,A1C964,N214LM,PA44,1,150.7,0,3425,3576,,45.77421,-122.955826,1,128,0,,185.7,4624,N214LM,0,5,1,0,0,0,,United States,0,0,19.99,,,,44-7995053                    ,1978,HILLSBORO AERO ACADEMY LLC                        ,3565 NE CORNELL RD               ,                                 ,HILLSBORO         ,OR,971246374 ,S,US,https://tar1090.adsbexchange.com/?icao=A1C964&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-25
2020-07-24 22:00:01,1595653197077,ABEF93,N86847,CH7B,1,62,0,800,951,,45.557789,-122.422096,1,192,0,,10.2,1200,N86847,0,5,1,0,0,0,,United States,0,0,11.09,,,,432-74                        ,1974,KILBOURN JAMES A                                  ,12610 SE 155TH AVE               ,                                 ,HAPPY VALLEY      ,OR,970864227 ,S,US,https://tar1090.adsbexchange.com/?icao=ABEF93&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-25
2020-07-24 22:00:01,1595653197377,A4F670,N419K,B350,2,211.2,0,12750,12930,16000,45.914798,-122.638115,1,1472,0,30.2,51,6615,BRONCO19,0,5,1,0,0,0,,United States,0,0,24.63,,,,,,,,,,,,,,https://tar1090.adsbexchange.com/?icao=A4F670&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-25
2020-07-24 22:00:01,1595653196176,A5E96F,N480JP,DA40,1,119.1,0,1375,1535,,45.596329,-122.58766,1,-192,0,,15.1,0150,N480JP,0,5,1,0,0,0,,United States,0,0,6.59,,,,40.280                        ,2003,WELLS VANCE                                       ,20117 NE 279TH ST                ,                                 ,BATTLE GROUND     ,WA,986047582 ,S,US,https://tar1090.adsbexchange.com/?icao=A5E96F&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-25
2020-07-24 22:00:01,1595653190003,A6308B,N49824,C152,1,45,0,50,210,,45.537827,-122.947213,1,0,0,,323.1,1200,N49824,0,5,1,0,0,0,,United States,0,0,11.61,,,,15281342                      ,1978,HILLSBORO AERO ACADEMY LLC                        ,3565 NE CORNELL RD               ,                                 ,HILLSBORO         ,OR,971246374 ,S,US,https://tar1090.adsbexchange.com/?icao=A6308B&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-25
2020-07-24 22:00:01,1595653195426,A55EA4,N445QX,DH8D,2,356.4,0,21000,21151,,45.752518,-122.590875,0,-64,0,,187.9,4663,QXE2286,0,5,1,0,0,0,QXE,United States,0,0,15.26,KPDX Portland United States,KSEA Seattle Tacoma United States,,4358                          ,2011,HORIZON AIR INDUSTRIES INC                        ,C/O LEGAL DEPT-SEAZL             ,19300 INTERNATIONAL BLVD         ,SEATAC            ,WA,981885304 ,S,US,https://tar1090.adsbexchange.com/?icao=A55EA4&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-25
2020-07-24 22:30:01,1595654998172,A5622D,N446PA,PA44,1,123.2,0,6150,6330,8512,45.574268,-122.675812,0,576,0,,86.7,4776,N446PA,0,5,1,0,0,0,,United States,0,0,4.15,,,,4496086                       ,2001,HILLSBORO AERO ACADEMY LLC                        ,3565 NE CORNELL RD               ,                                 ,HILLSBORO         ,OR,971246374 ,S,US,https://tar1090.adsbexchange.com/?icao=A5622D&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-25
2020-07-24 22:30:01,1595654998478,A43632,N3700Q,P28R,1,122.2,0,2300,2460,,45.507339,-122.678833,1,-256,0,,93.3,0176,N3700Q,0,5,1,0,0,0,,United States,0,0,0.21,,,,28R-7737047                   ,    ,GORGE WINDS AVIATION INC                          ,PO BOX 224                       ,                                 ,FAIRVIEW          ,OR,970240224 ,S,US,https://tar1090.adsbexchange.com/?icao=A43632&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-25
2020-07-24 22:30:01,1595654999836,ACB772,N9185H,C172,1,87,0,3125,3285,,45.632492,-122.937146,1,256,0,,46.4,1200,N9185H,0,5,1,0,0,0,,United States,0,0,13.4,,,,17265999                      ,1975,FLYIT LLC                                         ,1517 NE 314TH AVE                ,                                 ,WASHOUGAL         ,WA,986719268 ,S,US,https://tar1090.adsbexchange.com/?icao=ACB772&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-25
2020-07-24 22:30:01,1595654999534,A6308B,N49824,C152,1,83.4,0,750,910,,45.51004,-122.936685,1,-320,0,,84.5,1200,N49824,0,5,1,0,0,0,,United States,0,0,11.01,,,,15281342                      ,1978,HILLSBORO AERO ACADEMY LLC                        ,3565 NE CORNELL RD               ,                                 ,HILLSBORO         ,OR,971246374 ,S,US,https://tar1090.adsbexchange.com/?icao=A6308B&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-25
2020-07-24 23:00:01,1595656798397,A04EBB,N119MF,B407,1,109,0,1325,1525,,45.541309,-122.697925,0,128,0,,270,1200,N119MF,0,5,1,0,0,0,,United States,0,0,2.38,,,,54550                         ,2014,MERCY FLIGHTS INC                                 ,2020 MILLIGAN WAY                ,                                 ,MEDFORD           ,OR,975045894 ,S,US,https://tar1090.adsbexchange.com/?icao=A04EBB&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-25
2020-07-24 23:00:01,1595656798695,A81316,N6194E,C172,1,127.2,0,1700,1880,3008,45.666595,-122.463126,0,64,0,21.1,126.7,1200,N6194E,0,5,1,0,0,0,,United States,0,0,13.15,,,,17271998                      ,1978,REEBURGH SCOTT L                                  ,17505 NE 31ST ST                 ,                                 ,VANCOUVER         ,WA,986823668 ,S,US,https://tar1090.adsbexchange.com/?icao=A81316&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-25
2020-07-24 23:00:01,1595656798097,A1460A,N181SY,E170,2,291,0,6775,6975,6016,45.797241,-122.390308,0,-1536,0,,180.8,4631,SKW3448,0,5,1,0,0,0,SKW,United States,0,0,21.21,,,,17000574                      ,2016,SKYWEST AIRLINES INC                              ,444 S RIVER RD                   ,                                 ,ST GEORGE         ,UT,847902085 ,S,US,https://tar1090.adsbexchange.com/?icao=A1460A&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-25
2020-07-24 23:00:01,1595656799615,A889A9,N64942,C152,1,48.6,0,50,219,,45.533569,-122.942766,1,-256,0,,323.4,1200,N64942,0,5,1,0,0,0,,United States,0,0,11.39,,,,15281489                      ,1978,HILLSBORO AERO ACADEMY LLC                        ,3565 NE CORNELL RD               ,                                 ,HILLSBORO         ,OR,971246374 ,S,US,https://tar1090.adsbexchange.com/?icao=A889A9&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-25
2020-07-24 23:30:01,1595658598223,AB6FA4,N836LF,EC35,1,103.9,0,1300,1469,,45.752243,-122.662487,1,0,0,,336.1,0313,N836LF,0,5,1,0,0,0,,United States,0,0,14.84,,,,0716                          ,2008,INHS LEASING CO LLC                               ,PO BOX 469                       ,                                 ,SPOKANE           ,WA,992100469 ,S,US,https://tar1090.adsbexchange.com/?icao=AB6FA4&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-25
2020-07-25 00:00:02,1595660399386,A04EBB,N119MF,B407,1,127,0,2600,2800,3488,45.433401,-122.965415,0,576,0,,179.1,1200,N119MF,0,5,1,0,0,0,,United States,0,0,12.95,,,,54550                         ,2014,MERCY FLIGHTS INC                                 ,2020 MILLIGAN WAY                ,                                 ,MEDFORD           ,OR,975045894 ,S,US,https://tar1090.adsbexchange.com/?icao=A04EBB&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-25
2020-07-25 00:00:02,1595660400291,A0474D,N117MF,BE9L,1,156,0,8300,8480,,45.330893,-123.015122,1,1024,0,,178.9,4656,N117MF,0,5,1,0,0,0,,United States,0,0,17.73,,,,LJ-779                        ,1978,MERCY FLIGHTS INC                                 ,2020 MILLIGAN WAY                ,                                 ,MEDFORD           ,OR,975045894 ,S,US,https://tar1090.adsbexchange.com/?icao=A0474D&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-25
2020-07-25 01:30:01,1595665799092,AB6FA4,N836LF,EC35,1,145.9,0,1325,1494,,45.792938,-122.803099,1,0,0,,163.7,0313,N836LF,0,5,1,0,0,0,,United States,0,0,18.09,,,,0716                          ,2008,INHS LEASING CO LLC                               ,PO BOX 469                       ,                                 ,SPOKANE           ,WA,992100469 ,S,US,https://tar1090.adsbexchange.com/?icao=AB6FA4&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-25
2020-07-25 02:30:01,1595669396917,AB4825,N826LF,EC35,1,137.2,0,1850,2051,,45.164795,-122.852605,1,0,0,,223.2,0316,N826LF,0,5,1,0,0,0,,United States,0,0,21.75,,,,0718                          ,2008,INHS LEASING CO LLC                               ,PO BOX 469                       ,                                 ,SPOKANE           ,WA,992100469 ,S,US,https://tar1090.adsbexchange.com/?icao=AB4825&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-25
2020-07-25 21:00:01,1595735999965,A401C1,N3574Q,P28T,1,100.6,0,4750,4830,,45.216328,-122.531321,0,576,0,241.2,107.4,3530,N3574Q,0,5,1,0,0,0,,United States,0,0,18.35,,,,28R-8031040                   ,    ,REGISTRATION PENDING                              ,PO BOX 907                       ,                                 ,NEWBERG           ,OR,971320907 ,S,US,https://tar1090.adsbexchange.com/?icao=A401C1&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-26
2020-07-25 21:00:01,1595735999213,AAFB95,N80678,C172,1,85.8,0,850,930,,45.630066,-122.666105,1,-64,0,,98,1200,N80678,0,5,1,0,0,0,,United States,0,0,7.51,,,,17266699                      ,1976,AERO MAINTENANCE INC                              ,101 E RESERVE ST                 ,                                 ,VANCOUVER         ,WA,986613806 ,S,US,https://tar1090.adsbexchange.com/?icao=AAFB95&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-26
2020-07-25 21:00:01,1595735998612,A62201,N4945F,R44,1,120.3,0,1000,1080,,45.511469,-122.686001,1,-256,0,,154.9,1200,N4945F,0,5,1,0,0,0,,United States,0,0,0.6,,,,10015                         ,2002,EMERALD CITY AIRCRAFT LEASING INC                 ,PO BOX 1674                      ,                                 ,PORT ORCHARD      ,WA,983660175 ,S,US,https://tar1090.adsbexchange.com/?icao=A62201&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-26
2020-07-25 21:00:01,1595735999814,A2DCA1,N2838S,C150,1,72.3,0,2175,2264,,45.425953,-123.035956,1,-128,0,,14.4,1200,N2838S,0,5,1,0,0,0,,United States,0,0,15.91,,,,15066738                      ,1967,LEWALLEN ROY W                                    ,5470 SW 152ND AVE                ,                                 ,BEAVERTON         ,OR,970073657 ,S,US,https://tar1090.adsbexchange.com/?icao=A2DCA1&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-26
2020-07-25 21:00:01,1595735999965,A880B0,N647QX,E75L,2,169.4,0,1775,1855,9024,45.542221,-122.469177,0,-576,0,,262.5,4617,QXE2708,0,5,1,0,0,0,QXE,United States,0,0,8.93,KSEA Seattle Tacoma United States,KBOI Boise Air TerminalGowen field United States,,17000773                      ,2018,HORIZON AIR INDUSTRIES INC                        ,C/O LEGAL SEAZL                  ,19300 INTERNATIONAL BLVD         ,SEATAC            ,WA,981885304 ,S,US,https://tar1090.adsbexchange.com/?icao=A880B0&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-26
2020-07-25 21:00:01,1595735998014,A4B583,N402QX,DH8D,2,357,0,21000,21089,,45.193863,-122.830941,0,0,0,,180.6,4720,QXE2038,0,5,1,0,0,0,QXE,United States,0,0,19.8,,,,4032                          ,2001,BCC EQUIPMENT LEASING CORP                        ,PO BOX 3707 MC: 20-63            ,ATTN: CONTRACTS ADMINISTRATOR    ,SEATTLE           ,WA,981242207 ,S,US,https://tar1090.adsbexchange.com/?icao=A4B583&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-26
2020-07-25 21:00:01,1595735998460,A84F41,N6342L,C152,1,73.4,0,2375,2455,,45.367949,-123.065364,1,128,0,,62.4,1200,N6342L,0,5,1,0,0,0,,United States,0,0,18.38,,,,15284387                      ,1980,HILLSBORO AERO ACADEMY LLC                        ,3565 NE CORNELL RD               ,                                 ,HILLSBORO         ,OR,971246374 ,S,US,https://tar1090.adsbexchange.com/?icao=A84F41&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-26
2020-07-25 21:00:01,1595735999365,ABB579,N8534Z,B738,2,217.7,0,4550,4630,2496,45.426279,-122.440617,0,-960,0,9.8,40.7,3225,SWA1284,0,5,1,0,0,0,SWA,United States,0,0,10.94,KPHL Philadelphia United States,KPBI Palm Beach West Palm Beach United States,,63578                         ,2017,SOUTHWEST AIRLINES CO                             ,2702 LOVE FIELD DR HDQ-4GC       ,                                 ,DALLAS            ,TX,75235     ,2,US,https://tar1090.adsbexchange.com/?icao=ABB579&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-26
2020-07-25 21:00:01,1595735999666,A4E108,N413UA,A320,2,432.6,0,38000,37990,24000,45.607367,-122.580574,0,0,0,329.8,357.1,3356,UAL503,0,5,1,0,0,0,UAL,United States,0,0,7.31,KSFO San Francisco United States,KSFO San Francisco United States,,470                           ,1994,UNITED AIRLINES INC                               ,233 S WACKER DR                  ,                                 ,CHICAGO           ,IL,606067147 ,C,US,https://tar1090.adsbexchange.com/?icao=A4E108&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-26
2020-07-25 21:00:01,1595735998461,ABBBC7,N855VA,A320,2,429.3,0,35375,35365,24000,45.841804,-122.6147,0,-3520,0,184.2,350.2,3305,ASA432,0,5,1,0,0,0,ASA,United States,0,0,20.36,KSEA Seattle Tacoma United States,KLAX Los Angeles United States,,5179                          ,2012,WELLS FARGO TRUST CO NA TRUSTEE                   ,MAC U1228-51                     ,299 S MAIN ST FL 5               ,SALT LAKE CITY    ,UT,841112689 ,S,US,https://tar1090.adsbexchange.com/?icao=ABBBC7&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-26
2020-07-25 21:00:01,1595735999213,A9ED9D,N739MR,C172,1,73.2,0,2425,2505,,45.570694,-122.688814,1,128,0,,104.2,0334,N,0,5,1,0,0,0,,United States,0,1,3.98,,,,17270654                      ,1978,PORTLAND POLICE BUREAU                            ,1111 SW 2ND AVE                  ,                                 ,PORTLAND          ,OR,972043232 ,S,US,https://tar1090.adsbexchange.com/?icao=A9ED9D&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-26
2020-07-25 21:30:02,1595737798537,A68B71,N5201H,C172,1,96.5,0,1200,1271,,45.470718,-122.46303,1,448,0,,197.5,1200,N5201H,0,5,1,0,0,0,,United States,0,0,9.15,,,,17265374                      ,1975,GORGE WINDS AVIATION INC                          ,PO BOX 224                       ,                                 ,FAIRVIEW          ,OR,970240224 ,S,US,https://tar1090.adsbexchange.com/?icao=A68B71&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-26
2020-07-25 21:30:02,1595737796580,A73E34,N566LF,A119,1,160.1,0,4850,4921,,45.548309,-122.101515,0,0,0,,237.5,1200,N566LF,0,5,1,0,0,0,,United States,0,1,24.24,,,,14808                         ,2013,WELLS FARGO TRUST CO NA TRUSTEE                   ,MAC: U1228-51                    ,299 S MAIN ST FL 5               ,SALT LAKE CITY    ,UT,841112689 ,S,US,https://tar1090.adsbexchange.com/?icao=A73E34&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-26
2020-07-25 21:30:02,1595737797477,A66BC3,N5124B,C152,1,100.2,0,4400,4501,,45.482895,-123.121883,1,-64,0,,192.1,4736,N5124B,0,5,1,0,0,0,,United States,0,0,18.84,,,,15283761                      ,1979,HILLSBORO AERO ACADEMY LLCC                       ,3565 NE CORNELL                  ,                                 ,HILLSBORO         ,OR,97124     ,S,US,https://tar1090.adsbexchange.com/?icao=A66BC3&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-26
2020-07-25 21:30:02,1595737798686,A9ED9D,N739MR,C172,1,99.2,0,2400,2489,,45.565377,-122.666199,1,0,0,,217.2,0334,N,0,5,1,0,0,0,,United States,0,1,3.64,,,,17270654                      ,1978,PORTLAND POLICE BUREAU                            ,1111 SW 2ND AVE                  ,                                 ,PORTLAND          ,OR,972043232 ,S,US,https://tar1090.adsbexchange.com/?icao=A9ED9D&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-26
2020-07-25 22:00:01,1595739595694,A0A996,N1416E,C172,1,105.3,0,6400,6489,,45.224242,-123.001322,1,0,0,,355.6,4713,N1416E,0,5,1,0,0,0,,United States,0,0,21.75,,,,17270989                      ,1978,SALEM PILOTS ASSOCIATION                          ,PO BOX 105                       ,                                 ,SALEM             ,OR,973080105 ,S,US,https://tar1090.adsbexchange.com/?icao=A0A996&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-26
2020-07-25 22:00:01,1595739596447,AD56C8,N959HC,C172,1,95.9,0,4100,4189,,45.705048,-122.843762,1,-512,0,,101.4,0132,N959HC,0,5,1,0,0,0,,United States,0,0,13.93,,,,17262361                      ,1973,HESSTON COLLEGE                                   ,PO BOX 3000                      ,                                 ,HESSTON           ,KS,670622093 ,3,US,https://tar1090.adsbexchange.com/?icao=AD56C8&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-26
